energy_kwh,transport_km,waste_kg,flights,co2_tons
7553.348365062514,15745.420811097683,747.281636933397,2,5.8788039540627075
19019.21469755733,18937.426375000858,665.8241924628065,0,6.759587615725963
14666.679442046961,34181.89572808721,352.30782500572013,0,7.802783037244565
12013.303835521028,13600.175442395686,1214.533340202976,0,5.08556342465944
3204.7709448044866,34785.98739248685,953.2483210172578,0,6.207283189864972
3204.2909546904325,3525.3772390676595,1731.4019846480073,1,3.306602770545422
1255.8638821471693,31071.93748834523,64.21916096411651,0,3.956347281057804
17336.90530092121,33901.90532218946,1287.7358551102527,0,8.911774289799023
12062.188733689854,7272.70611349355,1525.8977570231223,0,5.010567955973584
14190.644298141306,17213.861294888018,1518.973138376614,4,9.358381341268457
509.6314364864687,6619.990986546225,1772.1479341910501,1,2.985850952077758
19401.206058023687,28264.16515976871,1458.067485658988,1,9.315527787329705
16665.60855192839,21413.91072246627,1855.6201232953927,1,8.229306476476264
4325.548302497696,25412.933868332842,665.313199641783,1,5.003712357462343
3718.316847421302,7859.478678248446,1006.4188335030861,1,3.389973188880997
3749.749746083333,8469.834482096781,28.15932656578135,2,2.7721750599913744
6154.420634894801,1659.8930203962548,13.915174606582426,2,3.0439678774661045
10542.652989481532,12882.701407829189,480.2532409030398,3,6.3836658701856575
8695.705870978103,22389.786453347,201.61439427817052,2,6.3514118996542015
5895.459889941034,34317.39655989315,520.4227358715073,1,6.304273232028699
12275.872604975351,26677.097898347227,354.0865890567948,0,5.816864051793219
2875.9278269756323,17415.852935990057,57.04004967729648,2,4.332560703647511
5913.678505850841,38124.80457576551,1818.6082928120989,0,7.801879234510887
7390.600681544465,28769.808023033274,16.446262777783048,1,5.916674889369264
9175.792685919016,37206.608114502,1472.1642886741708,3,10.102948355682505
15725.00163172097,21103.51893088663,304.2957738390331,3,8.125547439621092
4073.508264951359,10356.170991725585,1824.4592439992,1,4.48988853810343
10333.265324430871,2113.0674545888796,1785.5918791797715,1,4.952812838369902
11889.049920354644,29043.39405935402,1307.8022927385148,0,7.082449346031732
1024.3632131279546,4852.119920221365,1344.4682996012102,0,2.1526520421416926
12190.142552838623,12111.005130878688,10.678283939377087,0,3.825671363684111
3493.4300613771015,21298.836315355897,1969.7431322272041,0,5.277616024837882
1394.5267004070624,22576.66351118991,1755.6652071516287,1,5.692183540368797
18982.822191341333,24023.32787948544,1790.212451460184,1,9.099686388639242
19316.077458183732,6650.213213988025,1318.4890741017439,2,7.279453409538422
16187.107227517576,15189.49619286595,689.5738573090731,1,6.4285076342820195
6161.814006550077,24687.769084678668,1787.2972981809617,2,7.146396400890325
2043.675068727039,38792.75458535139,583.0338563023847,1,6.4797235169835385
13716.237227591922,29105.245507987547,1125.4230866844057,1,8.084603773875456
8859.034625418066,36904.15028375831,199.4619446877648,1,7.092689145000265
2528.560873411099,30488.48233256708,1843.9112602655002,0,6.073971837337334
9954.020511214278,23668.67875569602,281.54091554242666,0,4.817796083465089
784.3315701928461,7680.934765453781,449.79361146081453,0,1.808502587116576
18195.476001367762,26667.42607570052,1116.26831625643,1,8.551524964588335
5249.721633840337,24935.182638396283,1528.1860004259631,1,6.195400850008296
13284.193458644242,24098.766818290656,1238.7026118725978,0,6.960400776193645
6303.050414179278,19591.43471952963,464.26782560031234,1,4.898096758440787
10449.353621438435,21146.264159571023,1.8860850549806685,1,5.7290810671613785
10979.534558931266,13377.701084724164,1514.3011606148784,1,5.822497581607068
3778.6036649579883,20772.507705692125,1970.4146518221874,2,6.431306561030285
19394.734092514715,7902.23622713913,1619.8262406121808,1,6.9078675314472076
15525.14318488618,32206.97589441507,920.4132363132306,0,7.916983482271347
18796.028937127365,7431.078187948312,1807.5345227982132,3,8.504353806985579
17907.064273510212,3398.6515955786567,819.6953462367001,1,5.369886700945679
11998.209578340595,17449.841054286295,1049.868168486935,0,5.530356425790139
18445.297276960024,26332.297580242473,954.2595347913665,3,9.696766279821098
1861.000790833198,17508.672997341655,895.2477453310499,0,3.6776795495932735
4000.0589621409895,11070.165278052344,1550.3815385878115,3,5.638966769234737
1000.0230493197075,22326.84735561763,1053.537814538984,2,5.218535172335553
6574.07358218896,13880.093416487998,633.4342440504321,2,4.536480162215392
7834.678064820692,37314.70760506532,516.3163353169566,0,6.2319140543660225
5499.845732300529,36905.80558414289,75.49463393486677,1,6.186552201262269
16591.876432123394,20094.872798883818,1166.390323766092,1,7.535051283203501
7199.391201202427,13115.35976073034,459.9228308020684,0,3.617520450004807
5690.596742778877,29485.296558265563,296.26784403276616,2,6.073501943992265
10899.652054849144,1468.5177393226656,1307.6599276553554,1,4.45424661680218
2904.3920769977767,18990.76024174605,1362.4185156430976,0,4.347025477212997
16063.71991700539,13452.935770813341,1504.309784515332,0,6.4667952852911315
1583.5578092274393,36821.43540410219,1007.153792677183,0,5.949569559140272
19739.050038350295,480.1210909073017,1788.1092104077732,4,8.361149729878997
15467.670909003482,22112.595028733962,1872.6855067964557,5,11.227977322847389
4054.442062530031,29626.54324266504,1614.7418795849787,3,8.433847661458666
209.89013075968774,19400.719500961648,1271.1869640163745,2,5.321305293386335
16327.6824262512,3416.1212065088666,607.4419071823773,1,5.361304079574209
14166.461142567581,38898.45560111609,1965.8898432404424,1,10.215197376753046
14607.242644015647,20720.417255043918,548.2723343838767,1,6.537800396412646
15448.27989905032,24567.449772760454,405.31384398086215,1,6.636982778803116
1573.488569508398,9464.391308300294,884.3082275731655,0,2.0861853218289825
7233.467998031025,19339.92340427215,113.68114142477692,0,3.7760853545960904
2405.794284550081,17165.979678332875,1956.9889293435815,0,4.429042319467632
17275.75817492431,2995.8336800793495,1176.8671128328497,2,6.23316815799312
12503.632723868403,4246.414141898689,1113.9041833283504,0,4.1921146104904174
6684.870694567719,33498.900784750986,1311.5925597994399,1,7.407396772478628
1364.8111706918703,9592.79808826361,994.0472955544133,2,3.8263358822196643
6288.548202141677,7798.330859945222,64.12703418908316,0,2.414695099217855
6571.148108332266,20196.45805000557,1224.6225776807935,1,5.568500067694115
14619.162948927475,30749.885254500517,1432.3477539128612,0,8.265364465487492
12787.393679968742,2477.860743159517,833.4981212481063,0,3.447563081181873
17755.5335772689,23072.316785530234,1514.591144142386,2,9.173659883472515
9497.07701072279,4768.417713622935,454.0025986768412,1,3.6893366791889433
2479.925494172204,1458.4420330247383,442.5531821323681,1,1.4298160918252292
14293.5712657376,2109.7580864886954,322.83397537514793,2,4.733944110860717
15239.62246747626,33366.564328337656,743.9895195783237,0,7.938251460469138
11269.416231632975,4718.899345122462,1694.024070778167,0,4.428706916082701
15442.246881095763,1806.054576491678,1655.8241242981287,0,4.596477509049162
9926.532367651376,17515.995485716492,765.6484159270076,2,6.075405846200586
10502.383304701681,33759.73887768099,1178.2374719604732,0,7.060858932000519
8608.066265335137,10496.335059572077,1441.6326329498313,2,5.922046872971656
605.8406222074943,16868.504701036654,482.41354925604594,1,3.3512596860689796
2247.0393971667586,1596.901302550049,336.28217178949416,1,1.3650261520861098
725.4407951660116,17963.140565395035,1944.191986424622,2,5.317263368238577
12764.56718414923,23104.523225485347,1235.114626419237,0,6.415599515168559
6355.684023418901,22836.28215008579,1962.8314436673277,3,8.080580403083559
10220.556754177585,13297.067686974606,675.5119742644582,1,4.880897995138353
18160.57283112925,12621.32722652542,1406.063399948263,1,7.322782541968124
5060.915360062611,4264.944757463915,445.2072730824754,0,2.032298195762751
8266.620168409032,14671.932825850736,522.4003425478259,5,7.542817070699398
15135.46765700667,3979.786754918586,1023.804242539248,0,4.245805391250266
4653.083493283287,30663.837788482066,639.2362510161424,0,5.194349517899021
1631.9002055929805,38650.97190992744,335.2431276811689,1,6.214826341451533
5866.0539129839835,38802.97826666827,525.761403978652,1,6.920956677051722
3308.303616354688,34602.843975015756,71.49678893172928,2,6.122788527742691
18600.983281617206,24031.685973584765,1408.8472429549731,0,7.915180680748532
16181.595553331897,28034.627889755197,984.2333141717232,1,8.182025586717439
12704.734754557427,11408.232107216563,188.48613280905124,1,4.822715559020976
17442.06574473558,25230.816806904826,343.3879862569824,0,6.7431946962889375
16093.074330292378,18225.981977595096,205.06907622528803,2,6.6068400045611595
3812.7441718321134,19280.6935910773,1225.185616551753,1,5.2384806171672
17861.924069950557,30311.06241500632,188.4207272249876,0,7.4994172199714635
10832.910614121449,11276.734223890066,1508.5646660704322,1,5.758171264118513
16168.059087764845,12721.584467780796,41.02183864078235,1,5.482389284416357
17932.216868477517,36985.67164514546,498.7515759917842,0,8.458934367131056
6428.269151940091,2248.9717940388896,1781.3333517838144,1,3.876870468106817
2290.0332981007673,19425.371936533615,1437.062636244492,4,6.650597255189098
4635.909734584639,36512.03201631447,145.93666585137544,3,7.880050248571632
8599.4449936625,24414.52031272628,1642.2522089703596,1,6.996062366659926
16378.493841857613,21856.282968485284,986.0702430804096,1,7.262301416198161
17228.538606801234,9989.767169174209,1693.5660543376584,0,6.13281513261475
238.347397570695,13731.01956257793,1201.4795489007868,1,3.657767477729019
10263.871321293558,34081.93663218772,1363.6660640657174,0,7.563179057455214
8406.478962660702,22368.725270738327,1987.0031207914162,0,6.203044533319319
4519.945428367532,20589.687750271194,464.6710918480363,1,4.323849088966823
2485.3208099402877,3983.188541601157,1247.8911495227767,1,2.808493704848114
6818.5419109321965,641.1262582049249,920.6427801147968,1,2.675403008083829
18863.903107859132,38547.40754748196,78.90390584538287,1,9.082241414999348
6531.738347213029,15079.446691473666,28.941283005730067,5,6.55181777840466
10423.933372692985,24128.522483980174,238.45715563571736,5,9.023995921210533
14090.07728201404,3188.6029274913994,1298.1834810770963,3,6.508694298552254
7336.229087347951,27324.571428921863,1134.3261758267845,2,7.331090215013184
19438.463446147118,37302.66834823844,1106.8591223274548,1,10.490529525442298
19252.701169348013,23026.610119896788,63.71352505652017,2,7.863989290633196
5110.467686924747,5044.612895016423,938.6059927200141,1,3.1411149510647807
9995.245267258471,23268.86109893907,1849.245635685057,0,6.532677198121631
6087.478365353716,30653.888524186095,795.1837386212932,3,7.456230028228276
5768.325838111606,16256.661462960747,1249.8449395769126,2,5.702009678427043
834.0502523552026,35193.50991765872,1559.6373512462872,0,6.182346904381358
12230.330246199946,25947.31813429458,1567.8505582837752,0,7.296705655930358
10103.312562254343,35969.9567315681,1038.5601647905428,1,8.31207197516149
1124.427149874788,24940.21244989349,1715.9038908046728,0,4.806854535537643
5645.064638308568,5251.518880192969,782.756186727494,3,4.416114992836253
18174.49113073641,12387.668444207564,1777.3864295695967,0,7.350015043157181
4867.281624272751,8071.797930098277,480.4543327910906,1,3.1654809529558037
2983.4079546153393,36353.05990867449,560.4328139811421,2,6.59700665313896
9840.109929523504,30416.002691499307,106.2412483980022,2,7.636262654222536
19714.444036800953,27055.934756400242,1591.1636730845657,3,10.862768658945054
4916.899903078858,12038.652785264867,834.1104724654111,1,3.372655533624923
13475.497393376983,7361.790882008541,458.2332278227981,0,4.327653386134697
15256.23034504148,30258.04351955647,463.5805552331593,1,7.383718628927778
4828.987125448753,18966.317835163187,1802.7998824584663,1,5.802238742043559
14591.505337376006,9031.582086025164,1667.8332009220737,0,5.8384130588865055
7418.884341113139,24664.879126611002,1107.0617707143667,0,5.6869028901523375
12682.886028812232,1613.354085538079,1232.2216008314422,2,5.673619194220678
12707.241244141806,13046.81016513014,948.651141100582,1,5.959141968165581
10761.916213087694,18742.279783645386,783.3330857576177,1,6.25611711373961
1896.7664240827253,5918.3333643762335,1830.953762436663,2,4.301909594373506
16722.519662225837,39386.179103633585,251.22540704060415,1,8.939347730815888
6483.523292937543,8363.89458358457,836.8935794324559,2,4.467935073267772
3811.7183569570993,5214.1252017306215,689.1238159757506,1,3.051892025915031
911.425316939802,8141.394955475856,996.3014405022967,0,2.0276781418508927
11858.769569446013,30762.44532638897,915.2637490903501,0,7.147991943844736
13583.53080066142,17020.226370873712,1037.7790633021627,0,5.6249314013037965
430.0977956643374,22616.63759010152,279.8379544539882,1,3.611489663760994
10290.65186015569,840.3662794544298,1026.283003026554,2,4.822114247998736
4607.265926438965,1377.2523429325822,484.8376277744217,1,2.3588942642466244
12938.938529148052,17833.021993080645,368.6626979763825,2,6.064484689839984
3569.8919371993297,32666.20972806494,129.66843757238246,0,4.592828979037674
13849.660988239073,35409.55514830261,1525.3051175122819,4,10.830212953949786
7796.033391380694,3468.2627038256087,854.88384171312,1,3.4551763924879206
18740.92677586102,21534.52408404091,1253.2873666235166,0,7.5309304479581005
2836.6667885052657,36529.187451170816,1455.1866866094867,3,8.411214310363494
6887.220385900145,15518.910175915455,1358.633330627107,0,4.839645152611241
2358.1230726877225,33182.633257134745,941.0014381793645,2,6.877152849930307
18501.4030037434,5347.826175977448,775.7970579034596,1,6.310987035536205
17559.053132281522,37415.77958671195,751.9198192813275,3,10.960447758530778
5233.038391531597,30056.932701252106,1280.0975938601127,2,7.444041842889978
13233.682516080164,37653.37571147607,989.5887098837468,1,8.90912912338518
16362.721784004196,27064.68934210026,1698.2644959770212,1,8.864768908060249
11148.4961508293,14536.15727997708,1749.4039686534243,1,6.293512299220615
10640.04650928453,37527.246900988896,341.12075601303695,1,7.625402989579799
4912.8605889189885,11022.671052367139,272.4673030914513,1,3.239944305586331
1952.7450793373944,13286.900882469301,1260.801852071999,3,5.326937257137895
17954.593583271202,28032.336720069612,602.4514961245588,2,9.084448047460246
18018.319337550278,30612.65198101545,37.14143753019772,1,8.074338243695568
12698.718999738032,37176.13935396615,1777.2853387259102,1,9.374780208977022
6846.692841869143,8192.09636224838,453.8015344876165,1,3.358562852563436
7049.270534791952,31919.921408768958,1858.5613033716181,3,9.243661635600425
14546.518009517764,29541.842135878538,1434.8689017565073,0,7.703845752405413
17952.494173056286,2551.7822501439146,1525.3069798229685,1,6.036643570917355
17753.019842875834,15488.925648408278,402.92299158632085,3,7.80592893989349
15619.523362566715,11310.618282403944,468.3888512336258,1,6.134777074431831
12876.429758470327,12179.616974161216,1042.5355076481314,1,5.524539693084943
1774.3853034014717,39317.875182188036,344.1997052997243,1,5.958694439053123
3316.411410482814,25711.096539197115,610.8633853660646,1,4.94836189879064
17981.22835168888,28707.046311739985,642.924955895609,2,8.993622614003527
12167.93828722584,39064.70549260037,319.2598665055282,1,8.340573979788562
283.02132717093,15088.071298305547,410.3656667903215,1,2.9266609066005747
2119.283703034039,32073.606738112238,1577.1036840165132,1,6.284953821048559
13303.68520525031,17381.238532179814,334.39170909453674,0,5.367060190205722
200.72551853975187,34781.34687259919,56.914783687844974,2,5.7235493122759244
3300.0802232082233,7226.301652452127,1258.7098852578767,2,4.2699868404505015
11019.802408395064,37907.44708257118,1951.9662387849,2,10.23498773774963
13868.714434084595,8750.868336435187,662.4276292462428,2,5.639866463083218
13074.029064101751,13048.820279237261,237.31140639250458,3,6.516599466121219
4562.959258265139,30247.68936427122,1140.7746507350616,2,7.247338784955982
14272.366504815964,15750.205662616268,1812.7084221912924,2,7.829152461601142
4821.256841186321,24328.455070657867,1568.1235596569577,1,6.213121664396964
6575.453993369428,17782.94004277714,1245.031736825432,3,6.902779050505378
14955.17896184868,29694.797483591272,630.1129932151988,1,7.592533266686345
13027.69469103957,9133.250094744433,1083.7603465524398,3,6.678799978174464
16999.545868834142,2338.3194894750804,182.48968260851072,1,4.1060418679630395
13186.496556776832,11997.17589892265,1357.89084856134,1,6.180198028157665
11409.341206375886,18972.34659473721,1450.1920377953018,1,7.085735812922007
1964.1278797790403,6720.802087707143,1930.0632458198377,1,3.6909484521972398
7417.544480882727,14191.891586255548,520.7947174901433,2,5.068793113174465
5377.527116866337,15999.32073174274,36.912838086045284,0,3.2350014402523852
4955.393903243763,2295.673747530942,1091.2169288543012,0,2.4109516883130806
19462.910039573668,23332.289927368183,1413.5810087936288,3,10.011299772104175
7922.644720868532,35373.7371188515,1580.814951765976,4,10.51545386758196
17851.726448024554,6069.716518122097,387.4778660496212,1,5.4256539862759565
12659.658657345532,23912.32053606056,523.5057380740474,0,5.878472807341472
15916.744940478804,26589.56819643385,1025.1818505345927,3,9.469390506654248
10102.478152793323,16773.387216771534,661.2016199400038,0,4.812677494606828
11580.387304064547,28043.903494570797,1721.02297317489,0,7.27969155249359
9901.102106995391,16429.261739640482,947.5203074774405,1,5.913576295731019
3985.3354571810855,20185.491519097395,1599.157288204006,1,5.770210030032546
14476.797093703955,294.1217821770792,1161.2395209647075,3,6.1935895090540445
5687.37001257303,27668.804565387552,1546.180283234224,0,6.016232710870799
583.8877319859314,26453.707157788976,665.3459730606477,2,5.18736003444663
12944.89868855264,1536.0350930537825,1662.8332438606224,1,5.008669312462168
3624.502520200274,14730.004295805324,549.1446311020431,2,4.2145663824734925
18815.125828622993,39161.27363166669,1092.1976160065817,0,9.513760710973411
19083.17868235149,16829.46250274467,428.01422634774843,1,6.97665416713861
18305.801365386924,20077.81620527367,951.0530432523867,2,8.103535712937731
7466.158135083343,36397.20632638874,636.3504190174064,1,7.335029169560125
407.58666892446183,28690.475034630257,533.4068612744285,0,3.8836046550415535
18573.539395495736,23282.805244968942,1933.970036056075,3,10.624976889297091
8620.864551514554,31912.1872536429,320.14821097346123,0,6.035233632141545
19336.430898969025,34574.65065823893,1574.6516749147904,0,9.852306715257951
19276.03754407613,18275.522869490676,1968.32991896643,2,9.636010856615552
17074.888163800464,19004.334597273417,39.80296748015566,0,6.066629233200384
5959.532952184755,15442.037426073432,1398.05482808419,0,4.606103776109888
7763.444799178313,38668.245600738424,505.8236111125742,1,7.43224685296444
17037.619763185452,27886.650171614016,80.97564865660888,5,10.240362842299396
6406.747902609925,3328.9226483228917,805.7791579132617,1,3.1627118797065803
3472.9056590532405,34518.38493252074,1870.43562034175,0,7.033115313787903
11180.345122921168,19222.397633450724,23.530188733995374,0,4.526718674578585
18729.48000579954,2750.1562568994987,1175.7713838595635,1,5.950657230299767
13950.992953831963,21988.690206532443,1002.7929571906486,0,6.726878973639867
11444.217284778362,16686.571159028084,1746.768328742095,2,7.391335899573838
2033.8122260382938,35109.976194505,168.0034290412513,1,5.329001948492312
12338.643811313477,8159.784144375495,1363.0520597733007,0,5.036592002175557
19802.07161707484,33058.584379687316,1360.2193968665547,1,9.822162111339136
2887.671903206828,22307.54764741811,1338.1600337245666,4,7.473363610825681
10414.760082038361,2184.412128538762,1884.668989870074,0,4.275516333538192
17559.724131366314,38873.812053019385,1646.175058013761,1,10.586125243363508
14841.295493308668,20504.609764127996,83.94545248701202,0,5.028806439596853
13970.613245805833,11635.0741692633,942.1657014090264,0,5.288590608611149
14079.433271343474,18776.273679570324,795.906112402667,1,6.553046614923707
7253.8739092731275,34314.31134069956,620.2944421816042,0,6.312043167385618
5942.477700863418,12196.124975402541,902.6734503081946,2,5.05486265777459
16206.286994022421,7707.055859468012,768.388369851955,1,5.697678673358466
16221.256554115696,5162.849877235259,864.6677997573306,0,4.649025120361795
17354.739139744062,11914.37593560845,1958.5237312172849,0,6.781968266691405
18273.48699587378,31201.923481601738,177.26594949916154,2,8.965335422961745
10275.713737332662,18865.054607810467,1844.4617396774597,2,7.597705678170774
10080.174264275272,9099.2641477416,960.4734269420534,1,4.683619879472459
15986.074061438825,6647.399984389968,1247.4844909990823,0,5.430974582965095
13034.282222477526,13309.179060415165,1660.3659332353877,3,7.898755256770719
14069.140857428296,37596.974915428356,720.9260582985111,2,9.250420971882258
15936.274121778411,13721.068503600975,860.8438161759337,2,7.21367397016035
17811.10630216957,39524.963038185415,819.036960557428,3,11.600486487041014
6826.103621345563,19409.218230614246,749.4620450715197,2,5.610278537970945
7574.100757534886,7166.556731606035,1851.0586432937898,2,5.600802424304419
1970.240602833293,35645.60367174038,1657.859782386024,3,8.642160398227434
11607.774805823861,18414.214925393077,217.9999797259522,1,5.563228407066887
815.2512485551675,28386.853740180977,216.24670495419207,2,5.309967481913411
9365.400560835957,39348.46332836607,855.7390297059824,0,7.45673170221196
10898.628230680775,2007.01401279896,197.3147534656181,1,2.7862816040237393
5802.17091735286,3867.7823915026856,1238.1861905422393,2,4.314324737576783
11857.581885323314,28818.269658510246,287.3832145234678,2,7.591788480668788
706.9549737870836,11273.00013181888,1044.746527933602,0,2.7640653988551307
843.2289561093669,7372.055878003963,14.439894007435505,3,3.017538851029138
16469.751157127197,1574.4751927891798,633.1926968252934,0,4.452643865870306
7267.793764084132,873.8684794480722,1354.3814473453108,0,2.8507152446477124
2628.5042017725073,30979.424124791636,968.0778804556969,0,5.114782141558314
10492.640875090607,5377.337094781999,1956.5389719979762,1,5.256194349080242
15422.871706662356,18708.824638846036,1748.2075921324215,1,7.987106613265673
